,region,price,year,manufacturer,model,condition,cylinders,fuel,odometer,title_status,transmission,drive,type,state,lat,long,drive_4wd,drive_fwd,drive_other,drive_rwd,fuel_diesel,fuel_gas,fuel_other,state_ut,state_va,state_vt,state_wa,transmission_automatic,transmission_manual,transmission_other,type_SUV,type_bus,type_convertible,type_coupe,type_hatchback,type_mini-van,type_offroad,type_other,type_pickup,type_sedan,type_truck,type_van,type_wagon
46,0.7333333333333333,0.20923858695249595,0.9417475728155367,0.2702702702702703,0.6281227694503926,excellent,0.6666666666666666,gas,0.02440578401652576,0.0,manual,rwd,other,ut,0.8813071917867014,0.2761343153143099,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
48,0.7333333333333333,0.20740153630767635,0.8446601941747574,0.2702702702702703,0.4382583868665239,good,0.6666666666666666,gas,0.19242054977299933,0.0,automatic,4wd,truck,ut,0.8787300442750507,0.27726351941174,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
52,0.7333333333333333,0.14072696834791368,0.9514563106796139,0.6216216216216217,0.2369735902926481,excellent,1.0,gas,0.10571173060494458,0.0,automatic,fwd,sedan,ut,0.8624879106792338,0.2172400482772392,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
53,0.7333333333333333,0.5925673523507582,0.9611650485436911,0.6216216216216217,0.13526052819414705,excellent,0.0,gas,0.0799973714210612,0.0,automatic,rwd,coupe,ut,0.8624879106792338,0.2172400482772392,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
54,0.7333333333333333,0.14072696834791368,0.9320388349514594,0.08108108108108109,0.036045681655960025,excellent,0.3333333333333333,gas,0.1857119591770262,0.0,automatic,rwd,coupe,ut,0.8624879106792338,0.2172400482772392,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
57,0.7333333333333333,0.01851124823146838,0.8446601941747574,0.2702702702702703,0.6281227694503926,good,0.3333333333333333,gas,0.36856962448464137,0.0,manual,rwd,coupe,ut,0.8877414764327394,0.27550697970462656,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
58,0.7333333333333333,0.5074037585463597,0.9902912621359228,0.13513513513513514,0.35831548893647397,excellent,0.0,gas,0.02514007182877665,0.0,manual,4wd,other,ut,0.8772478506284538,0.2779222218019074,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
61,0.7333333333333333,0.7814798628137987,0.9708737864077683,0.6216216216216217,0.8443968593861527,excellent,0.3333333333333333,diesel,0.09999742856408161,0.0,other,4wd,van,ut,0.8822943670918673,0.2754003326509804,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
62,0.7333333333333333,0.40738079541329936,0.9029126213592242,0.6216216216216217,0.48037116345467523,excellent,0.0,gas,0.21428346938134107,0.0,automatic,4wd,SUV,ut,0.8624879106792338,0.2172400482772392,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
63,0.7333333333333333,0.22220905340039554,0.9223300970873787,0.6216216216216217,0.23947180585296218,excellent,0.0,gas,0.23714067754479295,0.0,automatic,rwd,sedan,ut,0.8624879106792338,0.2172400482772392,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
