,region,price,year,manufacturer,model,condition,cylinders,fuel,odometer,title_status,transmission,drive,type,state,lat,long,drive_4wd,drive_fwd,drive_other,drive_rwd,fuel_diesel,fuel_gas,fuel_other,state_ut,state_va,state_vt,state_wa,transmission_automatic,transmission_manual,transmission_other,type_SUV,type_bus,type_convertible,type_coupe,type_hatchback,type_mini-van,type_offroad,type_other,type_pickup,type_sedan,type_truck,type_van,type_wagon
2424,0.9333333333333333,0.13775657597463684,0.9805825242718456,0.21621621621621623,0.5007147962830594,excellent,0.3333333333333333,gas,0.1008945739844971,0.0,automatic,fwd,van,vt,0.7698829481047376,0.9502223336581437,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2425,0.9333333333333333,0.11849717405314114,0.9611650485436911,0.7297297297297298,0.729807005003574,excellent,1.0,gas,0.1345146700419144,0.0,automatic,4wd,SUV,vt,0.769898561963599,0.9502280320859473,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2426,0.9333333333333333,0.23701657049311475,0.9902912621359228,0.8108108108108109,0.3917083631165118,excellent,0.0,gas,0.03539724399212569,0.0,automatic,4wd,truck,vt,0.7699506081598024,0.9502052383747324,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2427,0.9333333333333333,0.199979259105623,0.9611650485436911,0.8378378378378379,0.3070050035739814,excellent,1.0,gas,0.12073463067037334,0.0,automatic,4wd,SUV,vt,0.7698933573439783,0.9502242331340782,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2428,0.9333333333333333,0.13331209860813784,0.9126213592233015,0.8108108108108109,0.3917083631165118,excellent,0.0,gas,0.28380809267820745,0.0,automatic,4wd,truck,vt,0.7699245850617007,0.9502147357544053,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2429,0.9333333333333333,0.14071956088563617,0.9320388349514594,0.16216216216216217,0.7984274481772695,excellent,0.0,gas,0.33528381509661453,0.0,automatic,4wd,truck,vt,0.7698725388654972,0.950210936802536,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2431,0.9333333333333333,0.2296091082156164,0.9611650485436911,0.945945945945946,0.9263759828448892,excellent,0.0,gas,0.1895319700913431,0.0,automatic,4wd,truck,vt,0.7699037665832191,0.950210936802536,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2433,0.9333333333333333,0.17775687227312795,0.9611650485436911,0.6216216216216217,0.18048606147248034,excellent,1.0,gas,0.10296600847430992,0.0,automatic,4wd,sedan,vt,0.7698829481047376,0.9502052383747324,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2434,0.9333333333333333,0.14072696834791368,0.9611650485436911,0.5945945945945946,0.2948534667619728,excellent,1.0,gas,0.10012600036000102,0.0,automatic,4wd,SUV,vt,0.7699089712028397,0.9502014394228633,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2439,0.9333333333333333,0.2962762687131016,0.9902912621359228,0.21621621621621623,0.7197998570407435,excellent,0.3333333333333333,gas,0.025294357983879953,0.0,automatic,4wd,truck,vt,0.7699141758224599,0.9502185347062744,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2441,0.9333333333333333,0.11849717405314114,0.9417475728155367,0.2972972972972973,0.7802001429592567,excellent,0.3333333333333333,gas,0.06796876562504464,0.0,automatic,rwd,truck,vt,0.7698725388654972,0.9502375294656202,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2442,0.9333333333333333,0.24442403277061311,0.9708737864077683,0.7297297297297298,0.8931379556826304,excellent,0.0,gas,0.0037000105714587754,0.0,automatic,4wd,truck,vt,0.7699037665832191,0.9502242331340782,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2443,0.9333333333333333,0.1110897117756428,0.893203883495147,0.21621621621621623,0.29699785561115083,excellent,0.0,gas,0.21280346515275755,0.0,automatic,4wd,truck,vt,0.7699141758224599,0.9502242331340782,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2444,0.9333333333333333,0.18516433455062628,0.9902912621359228,0.7297297297297298,0.7315939957112223,excellent,1.0,gas,0.038925825502358576,0.0,automatic,4wd,SUV,vt,0.7698621296262564,0.9502280320859473,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2445,0.9333333333333333,0.08590434003214839,0.9514563106796139,0.7297297297297298,0.12651894210150108,excellent,1.0,gas,0.18363766753619293,0.0,automatic,fwd,sedan,vt,0.7698829481047376,0.9502147357544053,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2446,0.9333333333333333,0.12590463633063947,0.9029126213592242,0.8108108108108109,0.3917083631165118,excellent,0.0,gas,0.2841179546227275,0.0,automatic,4wd,truck,vt,0.7698829481047376,0.9502223336581437,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2447,0.9333333333333333,0.16294194771813122,0.9708737864077683,0.16216216216216217,0.3817012151536812,excellent,0.0,gas,0.12060034457241306,0.0,automatic,rwd,van,vt,0.7699141758224599,0.950210936802536,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2448,0.9333333333333333,0.13775657597463684,0.9805825242718456,0.21621621621621623,0.20228734810578985,excellent,0.3333333333333333,gas,0.1008945739844971,0.0,automatic,fwd,van,vt,0.769898561963599,0.9502223336581437,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2449,0.9333333333333333,0.16294194771813122,0.9902912621359228,0.7297297297297298,0.729807005003574,excellent,1.0,gas,0.04878013937182677,0.0,automatic,4wd,SUV,vt,0.7699037665832191,0.9502223336581437,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2450,0.9333333333333333,0.13775657597463684,0.9805825242718456,0.21621621621621623,0.20228734810578985,excellent,0.3333333333333333,gas,0.1008945739844971,0.0,automatic,fwd,van,vt,0.769898561963599,0.9502223336581437,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2451,0.9333333333333333,0.16294194771813122,0.9514563106796139,0.40540540540540543,0.6990707648320229,excellent,0.3333333333333333,gas,0.10470315629473227,0.0,automatic,4wd,sedan,vt,0.7699037665832191,0.9502166352303401,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2452,0.9333333333333333,0.12590463633063947,0.9514563106796139,0.4594594594594595,0.21658327376697642,excellent,1.0,gas,0.05985731387803964,0.0,automatic,4wd,SUV,vt,0.7698621296262564,0.950210936802536,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2453,0.9333333333333333,0.17775687227312795,0.9611650485436911,0.6216216216216217,0.1579699785561115,excellent,1.0,gas,0.13828325223786353,0.0,automatic,4wd,sedan,vt,0.7698933573439783,0.9502318310378166,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2454,0.9333333333333333,0.06662271572382018,0.9417475728155367,0.2702702702702703,0.4735525375268049,excellent,1.0,gas,0.30689230540658685,0.0,automatic,fwd,sedan,vt,0.7372655969438473,0.9608859915549299,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2455,0.9333333333333333,0.18516433455062628,0.9611650485436911,0.05405405405405406,0.6962115796997855,excellent,1.0,gas,0.0924202640578973,0.0,automatic,4wd,SUV,vt,0.7699037665832191,0.9502223336581437,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2456,0.9333333333333333,0.10368224949814443,0.9611650485436911,0.7297297297297298,0.7676912080057184,excellent,1.0,gas,0.06961162746179275,0.0,automatic,fwd,sedan,vt,0.7699297896813213,0.9502052383747324,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2457,0.9333333333333333,0.14071956088563617,0.9417475728155367,0.8108108108108109,0.3917083631165118,excellent,0.0,gas,0.23108923168351908,0.0,automatic,4wd,truck,vt,0.7698777434851174,0.950210936802536,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2458,0.9333333333333333,0.16294194771813122,0.9611650485436911,0.7297297297297298,0.46783416726233024,excellent,0.3333333333333333,gas,0.09587741679261941,0.0,automatic,4wd,truck,vt,0.7698673342458766,0.9502223336581437,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2459,0.9333333333333333,0.0251631493566619,0.9029126213592242,0.16216216216216217,0.5260900643316655,excellent,1.0,gas,0.4535384386812533,0.0,automatic,fwd,sedan,vt,0.7699089712028397,0.9502280320859473,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2460,0.9333333333333333,0.1110897117756428,0.9902912621359228,0.7297297297297298,0.7676912080057184,excellent,1.0,gas,0.012448606996019988,0.0,automatic,fwd,sedan,vt,0.7698621296262564,0.9502242331340782,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2461,0.9333333333333333,0.1110897117756428,0.9902912621359228,0.7297297297297298,0.7676912080057184,excellent,1.0,gas,0.008422881208232024,0.0,automatic,fwd,sedan,vt,0.7698829481047376,0.9502223336581437,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2462,0.9333333333333333,0.04442255127815762,0.893203883495147,0.5945945945945946,0.2955682630450322,excellent,0.3333333333333333,gas,0.4370355343872411,0.0,automatic,4wd,SUV,vt,0.7699245850617007,0.9502014394228633,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2463,0.9333333333333333,0.13331209860813784,0.9417475728155367,0.8108108108108109,0.1690493209435311,excellent,0.0,gas,0.17170620487487104,0.0,automatic,4wd,truck,vt,0.7699037665832191,0.9502242331340782,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2464,0.9333333333333333,0.1110897117756428,0.9902912621359228,0.7297297297297298,0.7676912080057184,excellent,1.0,gas,0.008422881208232024,0.0,automatic,fwd,sedan,vt,0.7698829481047376,0.9502223336581437,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2465,0.9333333333333333,0.1110897117756428,0.9902912621359228,0.7297297297297298,0.7676912080057184,excellent,1.0,gas,0.012448606996019988,0.0,automatic,fwd,sedan,vt,0.7698621296262564,0.9502242331340782,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2468,0.9333333333333333,0.06662271572382018,0.9320388349514594,0.24324324324324326,0.0825589706933524,excellent,1.0,gas,0.11868605338872397,0.0,automatic,fwd,hatchback,vt,0.7005001639455177,0.9798047718634428,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2477,0.9333333333333333,0.06662271572382018,0.9320388349514594,0.2702702702702703,0.37562544674767695,good,0.3333333333333333,gas,0.4457127020362915,0.0,automatic,fwd,SUV,vt,0.6534035610007443,0.9663260906315947,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2478,0.9333333333333333,0.029622441647715908,0.8834951456310698,0.2972972972972973,0.7805575411007863,good,0.0,gas,0.4914271183631953,0.0,automatic,other,truck,vt,0.7732451323794998,0.9556073479327054,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2480,0.9333333333333333,0.02958540433632842,0.8640776699029153,0.35135135135135137,0.11401000714796283,good,0.6666666666666666,gas,0.45142700407715447,0.0,automatic,fwd,sedan,vt,0.6534035610007443,0.9663260906315947,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2481,0.9333333333333333,0.04440032889132513,0.8737864077669926,0.2702702702702703,0.3184417441029307,good,0.0,gas,0.4257126448932711,0.0,automatic,rwd,bus,vt,0.6534035610007443,0.9663260906315947,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2485,0.9333333333333333,0.06295602189645849,0.22330097087378675,0.10810810810810811,0.774481772694782,excellent,0.0,gas,0.2806522304349441,0.0,manual,rwd,sedan,vt,0.7366046102520596,0.9612563893621748,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2488,0.9333333333333333,0.09258587100645191,0.9514563106796139,0.35135135135135137,0.225518227305218,excellent,1.0,gas,0.08571167346192418,0.0,automatic,fwd,sedan,vt,0.768321562218625,0.9497379672948234,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2489,0.9333333333333333,0.648357374176091,0.9320388349514594,0.945945945945946,0.8634739099356683,excellent,0.3333333333333333,gas,0.4414412612607464,0.0,automatic,4wd,pickup,vt,0.6916887429282228,0.9393478339326184,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2490,0.9333333333333333,0.058511544529959485,0.9126213592233015,1.0,0.7548248749106505,excellent,0.3333333333333333,gas,0.28380809267820745,1.0,automatic,fwd,SUV,vt,0.7588335406506814,0.9491035423326704,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2491,0.9333333333333333,0.04202994096252565,0.9126213592233015,0.4864864864864865,0.8291636883488206,excellent,1.0,gas,0.28380809267820745,0.0,automatic,other,other,vt,0.7493403144631172,0.947595358440606,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2500,0.9333333333333333,0.18884584330254298,0.9902912621359228,0.8918918918918919,0.6508220157255182,excellent,1.0,gas,0.029140083257380735,1.0,automatic,4wd,wagon,vt,0.6617621801110667,0.9609163831698835,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2501,0.9333333333333333,0.16662345647004792,0.9708737864077683,0.8918918918918919,0.6551107934238742,excellent,1.0,gas,0.06571161631890376,1.0,automatic,4wd,wagon,vt,0.6617621801110667,0.9609163831698835,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2502,0.9333333333333333,0.18143838102504461,0.9805825242718456,0.8918918918918919,0.6551107934238742,excellent,1.0,gas,0.03714010611458889,1.0,automatic,4wd,wagon,vt,0.6617621801110667,0.9609163831698835,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2503,0.9333333333333333,0.007400054815220853,0.8640776699029153,1.0,0.7491065046461759,good,1.0,gas,0.45714130611801745,0.0,automatic,fwd,sedan,vt,0.6726450397372707,0.9810926165470948,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2504,0.9333333333333333,0.11847495166630864,0.9611650485436911,0.8918918918918919,0.5704074338813439,excellent,1.0,gas,0.08649738999254283,1.0,automatic,4wd,sedan,vt,0.6617621801110667,0.9609163831698835,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2505,0.9333333333333333,0.019622367573093134,0.8543689320388381,1.0,0.9767691208005719,good,0.6666666666666666,gas,0.47142706122017486,0.0,automatic,4wd,other,vt,0.7464777736719113,0.9464841650188713,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2506,0.9333333333333333,0.14810480077630203,0.9708737864077683,0.8918918918918919,0.6551107934238742,excellent,1.0,gas,0.06171160489029968,1.0,automatic,4wd,wagon,vt,0.6617621801110667,0.9609163831698835,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2507,0.9333333333333333,0.032585426558715255,0.893203883495147,0.8918918918918919,0.6547533952823446,excellent,1.0,gas,0.43527552935865527,0.0,manual,4wd,wagon,vt,0.5795552132072428,0.949099743380801,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2508,0.9333333333333333,0.1110674893888103,0.8834951456310698,0.4594594594594595,0.9517512508934953,excellent,0.3333333333333333,gas,0.31542375835359526,0.0,manual,4wd,SUV,vt,0.7005001639455177,0.9798047718634428,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2509,0.9333333333333333,0.1555122630538004,0.9708737864077683,0.8918918918918919,0.4603288062902073,excellent,1.0,gas,0.0571401632576093,1.0,automatic,4wd,SUV,vt,0.6617621801110667,0.9609163831698835,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2510,0.9333333333333333,0.03702990392521426,0.7087378640776727,0.2972972972972973,0.3917083631165118,good,0.0,gas,0.5714273469352769,0.0,automatic,4wd,other,vt,0.6726450397372707,0.9810926165470948,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2511,0.9333333333333333,0.12958614508255617,0.9805825242718456,0.8918918918918919,0.27090779127948533,excellent,1.0,gas,0.10571173060494458,1.0,automatic,4wd,SUV,vt,0.6617621801110667,0.9609163831698835,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2513,0.9333333333333333,0.05110408225246113,0.8640776699029153,0.21621621621621623,0.29699785561115083,good,0.3333333333333333,gas,0.48004708584881667,0.5,automatic,4wd,pickup,vt,0.7063969979754028,0.9521920902023131,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2514,0.9333333333333333,0.025918710508966734,0.8349514563106801,0.5405405405405406,0.7365975696926376,good,0.3333333333333333,gas,0.6047188706253446,0.0,automatic,4wd,SUV,vt,0.7543783862556406,0.9477967028896725,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2515,0.9333333333333333,0.027363165653078912,0.9320388349514594,0.2702702702702703,0.4513938527519657,good,1.0,gas,0.33571238774967926,0.0,automatic,fwd,hatchback,vt,0.7696435356022004,0.9500304865887501,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2516,0.9333333333333333,0.02958540433632842,0.8834951456310698,0.2702702702702703,0.317012151536812,good,0.0,gas,0.5171414775470786,0.0,automatic,rwd,van,vt,0.6534035610007443,0.9663260906315947,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2517,0.9333333333333333,0.006659308587471018,0.8446601941747574,0.35135135135135137,0.22337383845604003,good,0.6666666666666666,gas,0.5571415918331195,0.0,automatic,other,sedan,vt,0.7063969979754028,0.9521920902023131,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2521,0.9333333333333333,0.02147423314246772,0.893203883495147,0.945945945945946,0.775553967119371,good,0.3333333333333333,gas,0.28380809267820745,0.0,automatic,fwd,mini-van,vt,0.7602231740893217,0.9491358334235585,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2526,0.9333333333333333,0.11850458151541864,0.9029126213592242,0.2702702702702703,0.3917083631165118,excellent,0.0,gas,0.24285497958565594,0.0,automatic,4wd,truck,vt,0.6767931215747096,0.9839418304489791,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2527,0.9333333333333333,0.06366713827509833,0.9417475728155367,0.21621621621621623,0.5007147962830594,good,0.3333333333333333,gas,0.2583950239857828,0.0,other,fwd,van,vt,0.7578290490639492,0.9485716890709852,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2528,0.9333333333333333,0.04885221372010164,0.9126213592233015,0.7297297297297298,0.5986418870621872,good,0.3333333333333333,gas,0.2623750353572438,1.0,automatic,fwd,sedan,vt,0.7578290490639492,0.9485716890709852,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2529,0.9333333333333333,0.04885221372010164,0.9223300970873787,0.5945945945945946,0.6015010721944246,good,1.0,gas,0.27450649858999593,0.0,automatic,fwd,hatchback,vt,0.7578290490639492,0.9485716890709852,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2530,0.9333333333333333,0.04440773635360262,0.8737864077669926,0.35135135135135137,0.1222301644031451,good,0.3333333333333333,gas,0.21198631996091416,0.0,automatic,fwd,sedan,vt,0.7578290490639492,0.9485716890709852,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2531,0.9333333333333333,0.03403728916510493,0.9223300970873787,0.7297297297297298,0.12651894210150108,good,1.0,gas,0.5212900608287452,0.0,automatic,fwd,sedan,vt,0.7578290490639492,0.9485716890709852,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2532,0.9333333333333333,0.029592811798605914,0.893203883495147,0.35135135135135137,0.23230879199428164,good,1.0,gas,0.5882445378415366,0.0,automatic,fwd,sedan,vt,0.7578290490639492,0.9485716890709852,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2533,0.9333333333333333,0.04885221372010164,0.9126213592233015,0.8918918918918919,0.650107219442459,good,1.0,gas,0.3703867725336358,0.0,automatic,4wd,wagon,vt,0.7578290490639492,0.9485716890709852,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2534,0.9333333333333333,0.06663012318609768,0.893203883495147,0.945945945945946,0.860614724803431,good,1.0,gas,0.5140871831062374,0.0,other,4wd,truck,vt,0.7578290490639492,0.9485716890709852,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2535,0.9333333333333333,0.04737072126460196,0.8834951456310698,0.945945945945946,0.7140814867762688,good,0.3333333333333333,gas,0.42100120286057957,0.0,automatic,4wd,SUV,vt,0.7578290490639492,0.9485716890709852,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2540,0.9333333333333333,0.07405980785042852,0.9514563106796139,0.7297297297297298,0.7326661901358114,excellent,1.0,gas,0.2552807293735125,0.5,automatic,4wd,SUV,vt,0.7512712283422769,0.9493694689635128,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2541,0.9333333333333333,0.08146727012792687,0.9417475728155367,0.8918918918918919,0.6518942101501073,excellent,1.0,gas,0.34571241632118943,0.0,automatic,4wd,wagon,vt,0.7512556144834159,0.9493713684394476,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2542,0.9333333333333333,0.15480855413743805,0.9611650485436911,0.2972972972972973,0.7802001429592567,excellent,0.3333333333333333,gas,0.11870033914382612,0.0,automatic,4wd,pickup,vt,0.628530683834972,0.9588421554493114,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2543,0.9333333333333333,0.14810480077630203,0.9126213592233015,0.945945945945946,0.9306647605432452,excellent,0.0,gas,0.28503795725130643,0.0,automatic,4wd,truck,vt,0.7593331841342377,0.9624986466233965,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2544,0.9333333333333333,0.02958540433632842,0.9126213592233015,0.16216216216216217,0.8727662616154396,good,0.0,gas,0.659999028568653,0.0,automatic,rwd,SUV,vt,0.6534035610007443,0.9663260906315947,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2545,0.9333333333333333,0.08884510255631524,0.893203883495147,0.4594594594594595,0.9571122230164404,excellent,0.3333333333333333,gas,0.5248014994328555,0.0,automatic,4wd,SUV,vt,0.7005001639455177,0.9798047718634428,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2548,0.9333333333333333,0.04073363506396344,0.9029126213592242,0.945945945945946,0.6876340243030736,excellent,1.0,other,0.4058211594890271,0.0,automatic,fwd,hatchback,vt,0.7512608191030361,0.9476865332854665,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2549,0.9333333333333333,0.1406973384988037,0.9611650485436911,0.945945945945946,0.7140814867762688,excellent,1.0,gas,0.10752030720087771,0.0,automatic,4wd,SUV,vt,0.7373592800970143,0.9608574994159111,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2550,0.9333333333333333,0.12366017526055749,0.9126213592233015,0.2702702702702703,0.7087205146533239,excellent,0.3333333333333333,gas,0.07280877945365558,0.0,automatic,rwd,pickup,vt,0.7373592800970143,0.9608574994159111,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2551,0.9333333333333333,0.0036963236764716773,0.8640776699029153,0.16216216216216217,0.7987848463187992,good,0.3333333333333333,gas,0.6971419918342623,0.0,automatic,rwd,pickup,vt,0.7487157601086725,0.9705353293026453,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2552,0.9333333333333333,0.1406973384988037,0.9029126213592242,0.2972972972972973,0.992494639027877,excellent,0.0,gas,0.37420106914591184,0.0,automatic,4wd,SUV,vt,0.7373592800970143,0.9608574994159111,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2553,0.9333333333333333,0.10366002711131193,0.8834951456310698,0.945945945945946,0.07398141529664046,excellent,0.3333333333333333,gas,0.3336638104680299,0.0,automatic,4wd,SUV,vt,0.7373592800970143,0.9608574994159111,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2555,0.9333333333333333,0.12588241394380698,0.9514563106796139,0.945945945945946,0.7137240886347391,good,1.0,gas,0.15865759616456046,0.0,automatic,4wd,SUV,vt,0.7373592800970143,0.9608574994159111,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
